,DWMAEIA ID Equity
2024-07-19,0.04427335555433106
2024-07-23,0.03815107863503429
2024-07-24,0.0875319452219602
2024-07-25,0.0936273809495262
2024-07-26,0.09754700837286011
2024-07-30,0.09886557373646594
2024-07-31,0.10567179780007702
2024-08-01,0.12162051674238027
2024-08-02,0.1336139084650222
2024-08-07,0.13251301358222015
2024-08-08,0.1326000585490377
2024-08-09,0.13309293368237105
2024-08-13,0.14260281835360278
2024-08-14,0.1423494842744952
2024-08-20,0.14177100253905986
2024-08-21,0.11848452792765285
2024-08-22,0.12110802779427252
2024-08-23,0.16489843982647498
2024-08-28,0.16543415193479155
2024-08-29,0.16047833246967735
2024-08-30,0.16371078666732322
2024-09-04,0.16290934666065257
2024-09-05,0.16398534828182723
2024-09-06,0.1610020674563141
2024-09-10,0.1627688859774159
2024-09-11,0.16089968538198718
2024-09-12,0.16285755003688307
2024-09-13,0.16223679580431846
2024-09-17,0.16764275382819102
2024-09-18,0.17203154930716702
2024-09-19,0.17614550923593555
2024-09-20,0.18004125717255184
2024-09-24,0.17985104439662863
2024-09-25,0.18308433571895466
2024-09-26,0.18479084773312998
2024-09-27,0.18678161599254978
2024-10-01,0.18860779465935473
2024-10-02,0.19084922616939906
2024-10-03,0.19352774084171012
2024-10-04,0.19244095983645745
2024-10-08,0.1822718260911325
2024-10-09,0.180240685607419
2024-10-10,0.17998046875504906
2024-10-11,0.18066690671657873
2024-10-16,0.1824197172806143
2024-10-17,0.182606491503958
2024-10-18,0.18451315876887361
2024-10-22,0.18491386190937018
2024-10-23,0.18707801398358131
2024-10-24,0.18717006939838335
2024-10-25,0.1812567928363407
2024-10-30,0.18470975565509062
2024-10-31,0.20073193435736256
2024-11-05,0.204765901723191
2024-11-06,0.23822151572293848
2024-11-07,0.23390573391964642
2024-11-08,0.22389064867475808
2024-11-13,0.2241365860918895
2024-11-14,0.2245397120406082
2024-11-15,0.22954662030967943
2024-11-19,0.23013200025858074
2024-11-20,0.22682304050779145
2024-11-21,0.23426118016309513
2024-11-22,0.24156462560105874
2024-11-26,0.24376094596802003
2024-11-27,0.26268803880816877
2024-12-03,0.2654095473823242
2024-12-04,0.2656598800105338
2024-12-05,0.271186776050359
2024-12-06,0.2672112209306561
2024-12-10,0.2714332948543742
2024-12-11,0.2749184198819123
2024-12-12,0.27286126936737737
2024-12-13,0.28210274981437844
2024-12-17,0.2815716203818037
2024-12-18,0.28417667499696514
2024-12-19,0.2816859403621749
2024-12-20,0.28257250788935173
2024-12-24,0.2823526507950978
2024-12-31,0.28142553581456164
2025-01-03,0.2800563050937026
2025-01-07,0.2703324522836625
2025-01-08,0.2716326464852263
2025-01-09,0.2719048568227982
2025-01-10,0.2526694455849713
2025-01-14,0.25399407062326324
2025-01-15,0.21984084660103545
2025-01-16,0.21965396470561194
2025-01-17,0.22821534103275803
2025-01-22,0.2353613172942405
2025-01-23,0.23467802511301666
2025-01-24,0.23063700233645276
2025-01-28,0.2422332434042378
2025-01-29,0.25620670174064425
2025-01-30,0.2576298104271153
2025-01-31,0.2606806551648115
2025-02-05,0.26358120019303893
2025-02-06,0.2761719973867776
2025-02-07,0.27348703123821566
2025-02-11,0.2723463046942798
2025-02-12,0.2555522458057061
2025-02-13,0.2484987288453043
2025-02-14,0.2507663802702417
2025-02-19,0.2512061394080951
2025-02-20,0.25376911327876794
2025-02-21,0.25487060929165717
2025-02-25,0.2654740105494957
2025-02-26,0.2701682699337454
2025-02-27,0.2644647689390995
2025-02-28,0.2583255143383804
2025-03-04,0.2988141091857215
2025-03-05,0.29563962058297116
2025-03-06,0.296898802973856
2025-03-07,0.2813836005922479
2025-03-11,0.3027417924668964
2025-03-12,0.29786804613872686
2025-03-13,0.29424156750071073
2025-03-14,0.29331680504255925
2025-03-19,0.2911179761271602
2025-03-20,0.2902715542086036
2025-03-21,0.2849137864209029
2025-03-25,0.29575439418182703
2025-03-26,0.30412769867276374
2025-03-27,0.3026228826991185
2025-03-28,0.30154997743737155
2025-04-01,0.30849305354432877
2025-04-02,0.31468232039921323
2025-04-03,0.393745658540826
2025-04-04,0.33085773723211226
2025-04-08,0.32350023272587897
2025-04-09,0.34614830803289226
2025-04-10,0.3207521458077453
2025-04-11,0.31791092571978113
2025-04-15,0.3153686973146044
2025-04-16,0.3212858449266698
2025-04-17,0.31808289969820464
2025-04-23,0.2945142121847024
2025-04-24,0.3025270518492486
2025-04-25,0.30153837716790655
2025-04-29,0.30062115045825244
2025-04-30,0.3018757541548102
2025-05-07,0.3033528441649575
2025-05-13,0.3028479389718978
2025-05-14,0.31347391223886206
2025-05-15,0.3203448425967928
2025-05-16,0.3148693658823909
2025-05-20,0.3157616373493715
2025-05-21,0.31420968272548366
2025-05-22,0.31514947577014446
2025-05-23,0.3128243069885766
2025-05-28,0.3154314373889712
2025-06-04,0.314232135979759
2025-06-05,0.31457192281028545
2025-06-06,0.3172783765147566
2025-06-11,0.31912616167583524
2025-06-12,0.3184351454398752
2025-06-13,0.3246744613901687
2025-06-17,0.32585430448279334
2025-06-18,0.3300780772607101
2025-06-24,0.33478693969909973
2025-06-25,0.33527992350415675
2025-06-26,0.33538113787635365
2025-06-27,0.3374211982639246
2025-07-01,0.33774883553636825
2025-07-02,0.3406217653786934
2025-07-03,0.34294269583153725
2025-07-08,0.33869689418380355
2025-07-09,0.33938033825665187
2025-07-10,0.34284037501042997
2025-07-11,0.3498028115872716
2025-07-16,0.3520034579901805
2025-07-17,0.354816141799043
2025-07-18,0.3535473153732723
2025-07-22,0.35314424000794076
2025-07-23,0.35228727934148807
2025-07-24,0.3510717125941129
2025-07-25,0.35170772871996336
2025-07-29,0.3504108439241074
2025-07-30,0.3594416818978184
2025-07-31,0.3605506290743944
2025-08-01,0.378440220827788
2025-08-06,0.3788365904656725
2025-08-07,0.37945069553791083
2025-08-08,0.3758166800114299
2025-08-12,0.3750335103559614
2025-08-13,0.37598671422335317
2025-08-14,0.37602076012030955
2025-08-19,0.37605820960564634
2025-08-20,0.3761732471781843
2025-08-21,0.37561809695858267
2025-08-22,0.37680769231283184
2025-08-27,0.37445569725570294
2025-08-28,0.37432619484342233
2025-08-29,0.3752562289471329
2025-09-03,0.37362445587125376
2025-09-04,0.3807199633966876
2025-09-05,0.3832528695001489
2025-09-09,0.3826032267210337
2025-09-10,0.3814900687974525
2025-09-11,0.38223809445052936
2025-09-12,0.3811492676848924
2025-09-16,0.3819321312922451
2025-09-17,0.3821157524164032
2025-09-18,0.3857118576662539
2025-09-19,0.38540666684453123
2025-09-23,0.38631707384567476
2025-09-24,0.38519959902858847
2025-09-25,0.3845406578612431
2025-09-26,0.3850143717855568
2025-09-30,0.3880424038081166
2025-10-01,0.38700612244785565
2025-10-02,0.3877983085437421
2025-10-03,0.3886150436402923
2025-10-07,0.38440987674195215
2025-10-08,0.3877000129266869
2025-10-09,0.38772239185924645
2025-10-10,0.3916704478242125
2025-10-15,0.3975300910562841
2025-10-16,0.40027378922076773
2025-10-17,0.41184667589971324
2025-10-21,0.40831507556226954
2025-10-22,0.41452328762314317
2025-10-23,0.4131536438726096
2025-10-24,0.41527517565796046
2025-10-29,0.4134802184657864
2025-10-30,0.41401449384440064
2025-10-31,0.41212899756286314
2025-11-04,0.41382471041702934
2025-11-05,0.41389161904728927
2025-11-06,0.41342264466194756
2025-11-07,0.4142936400962002
2025-11-13,0.41556681022761777
2025-11-14,0.4161868768259632
2025-11-18,0.4234747310005846
2025-11-19,0.42376519658317097
2025-11-20,0.42645403700785106
2025-11-21,0.42693430041353525
2025-11-25,0.42733243977384106
2025-11-26,0.4288765118635892
2025-12-02,0.4289817915346987
2025-12-03,0.42923061217882674
2025-12-04,0.4289652415352535
2025-12-05,0.42859089253020044
2025-12-09,0.42799967179268766
2025-12-10,0.42779862076733527
2025-12-11,0.4271260944828772
2025-12-12,0.42463571277417694
2025-12-16,0.4257758950117779
2025-12-17,0.42377234021528004
2025-12-18,0.4231246544799848
2025-12-19,0.4254678789416235
