,portfolio_vol_rolling
2021-07-14,0.07451681423238367
2021-07-15,0.07404090522032203
2021-07-16,0.07076842079967809
2021-07-19,0.07405071732373453
2021-07-20,0.07558730550727656
2021-07-21,0.07639626116104263
2021-07-22,0.07668177609197861
2021-07-23,0.07792596839266057
2021-07-26,0.0780361481010665
2021-07-27,0.0792256668934753
2021-07-28,0.07966448381690282
2021-07-29,0.0796228874379052
2021-07-30,0.07785449868644626
2021-08-02,0.07603760149121953
2021-08-03,0.07506360574690192
2021-08-04,0.07445008302999763
2021-08-05,0.07459742994176537
2021-08-06,0.06985138076786206
2021-08-09,0.06886617312466764
2021-08-10,0.06889314176480826
2021-08-11,0.0682976099076477
2021-08-12,0.06787839664328092
2021-08-13,0.06800695710943143
2021-08-16,0.06455700781881045
2021-08-17,0.061061849956610646
2021-08-18,0.06093265349651945
2021-08-19,0.06292360544224394
2021-08-20,0.06326677755590672
2021-08-23,0.06351196387294042
2021-08-24,0.06336741808004588
2021-08-25,0.06327347884207825
2021-08-26,0.06286443999667031
2021-08-27,0.06278699321037874
2021-08-30,0.06283936875687585
2021-08-31,0.06302261875623562
2021-09-01,0.06301585153000887
2021-09-02,0.06299404047215679
2021-09-03,0.06307140383070312
2021-09-06,0.06339182328077562
2021-09-07,0.06421538125243727
2021-09-08,0.06408319407619392
2021-09-09,0.06407340539652945
2021-09-10,0.06475034947884838
2021-09-13,0.06478797135526168
2021-09-14,0.06442907021436836
2021-09-15,0.06212487255308317
2021-09-16,0.062160186288062566
2021-09-17,0.06208238830718783
2021-09-20,0.06638752906719778
2021-09-21,0.06661758649987008
2021-09-22,0.06701161895252526
2021-09-23,0.06808329607606137
2021-09-24,0.06797498923109156
2021-09-27,0.06798626912360464
2021-09-28,0.07365778655943284
2021-09-29,0.07407901272228491
2021-09-30,0.07409874809557955
2021-10-01,0.07447244610635033
2021-10-04,0.07583298985058014
2021-10-05,0.07614566426011082
2021-10-06,0.0749010159254286
2021-10-07,0.08015059492376604
2021-10-08,0.08013968978525096
2021-10-11,0.0799601441270489
2021-10-12,0.08028040674719981
2021-10-13,0.08025675245911364
2021-10-14,0.07966589501015998
2021-10-15,0.07858918558620927
2021-10-18,0.07781731413369028
2021-10-19,0.0776892825163519
2021-10-20,0.07637256126569113
2021-10-21,0.07639148651139006
2021-10-22,0.07517310906057272
2021-10-25,0.0750530119283331
2021-10-26,0.07547617378947072
2021-10-27,0.07575895286022521
2021-10-28,0.075784840763955
2021-10-29,0.07638596862038173
2021-11-01,0.07627603119457414
2021-11-02,0.0761813762957545
2021-11-03,0.07597794529846905
2021-11-04,0.07648058514857745
2021-11-05,0.07660632126652749
2021-11-08,0.07672992294263282
2021-11-09,0.07700524743314571
2021-11-10,0.07707029158331373
2021-11-11,0.07690368031212201
2021-11-12,0.07723518189380399
2021-11-15,0.07735354447954762
2021-11-16,0.07663551338724037
2021-11-17,0.07648044426387203
2021-11-18,0.07645280460815185
2021-11-19,0.07659698426038807
2021-11-22,0.0766970389116276
2021-11-23,0.07886348790509577
2021-11-24,0.07951412043361962
2021-11-25,0.07941489687773078
2021-11-26,0.09035932378902249
2021-11-29,0.09155443499340965
2021-11-30,0.09374983780216717
2021-12-01,0.09456082022665496
2021-12-02,0.09696014937101372
2021-12-03,0.09666126194911916
2021-12-06,0.09745243193175454
2021-12-07,0.10297701678582825
2021-12-08,0.10345319668772976
2021-12-09,0.10347023561200996
2021-12-10,0.10374628993560887
2021-12-13,0.10366920246715425
2021-12-14,0.1042995216802244
2021-12-15,0.10417053460315871
2021-12-16,0.10230098006773487
2021-12-17,0.10232740509314588
2021-12-20,0.10647219103615259
2021-12-21,0.10836138589427807
2021-12-22,0.10872479946393745
2021-12-23,0.10950434470735783
2021-12-24,0.10549835668183166
2021-12-27,0.10526068269876848
2021-12-28,0.1053013363681809
2021-12-29,0.10518499798466237
2021-12-30,0.10362585826468369
2021-12-31,0.1014821717014315
2022-01-03,0.10085584986213879
2022-01-04,0.0971150128200069
2022-01-05,0.09699518710703453
2022-01-06,0.09937592756634474
2022-01-07,0.0994495054663395
2022-01-10,0.10088418474195571
2022-01-11,0.09930065139986435
2022-01-12,0.09882896522585903
2022-01-13,0.09899847318314033
2022-01-14,0.10029902186867239
2022-01-17,0.10057156963375125
2022-01-18,0.10168090779251156
2022-01-19,0.10201450213223218
2022-01-20,0.10213507893968651
2022-01-21,0.10630745434669617
2022-01-24,0.11647119730336958
2022-01-25,0.11748191958459128
2022-01-26,0.11951837911820484
2022-01-27,0.11999148656355911
2022-01-28,0.1203780406050568
2022-01-31,0.12241452516345007
2022-02-01,0.12241394237407299
2022-02-02,0.12223999847406519
2022-02-03,0.1244650037757461
2022-02-04,0.12495227230371317
2022-02-07,0.1249737149682288
2022-02-08,0.12512693028162883
2022-02-09,0.12594133179034217
2022-02-10,0.1258387268208203
2022-02-11,0.12521468381952053
2022-02-14,0.12550915316929956
2022-02-15,0.12580764391842209
2022-02-16,0.12569679589137858
2022-02-17,0.12558896735174616
2022-02-18,0.12496229782811696
2022-02-21,0.12474582720390481
2022-02-22,0.12466270439847414
2022-02-23,0.11796530733820039
2022-02-24,0.11732475931697453
2022-02-25,0.12167898472879372
2022-02-28,0.12125537664543508
2022-03-01,0.1196106040015842
2022-03-02,0.12051256507730237
2022-03-03,0.11962790538801818
2022-03-04,0.1144723430001375
2022-03-07,0.11406233187866469
2022-03-08,0.11574694827659078
2022-03-09,0.11656672345377157
2022-03-10,0.11702316497779217
2022-03-11,0.11804237473680748
2022-03-14,0.11880451005423497
2022-03-15,0.11875171417032851
2022-03-16,0.12000135589854886
2022-03-17,0.11666751012692063
2022-03-18,0.1156837099229066
2022-03-21,0.1151519556361354
2022-03-22,0.11536236250179825
2022-03-23,0.11538097513480874
2022-03-24,0.11509195940540176
2022-03-25,0.11516356002946268
2022-03-28,0.1150968571360302
2022-03-29,0.11522707464316577
2022-03-30,0.1153378387480336
2022-03-31,0.1153317559511669
2022-04-01,0.11514412238736003
2022-04-04,0.1159983689239181
2022-04-05,0.11433388580525294
2022-04-06,0.11614976295224202
2022-04-07,0.1149694532222978
2022-04-08,0.11489115111762074
2022-04-11,0.11603091780985157
2022-04-12,0.11602483106962452
2022-04-13,0.11491718706066661
2022-04-14,0.11483964407988768
2022-04-15,0.11384812510373293
2022-04-18,0.11354560746685362
2022-04-19,0.11310480076139723
2022-04-20,0.10866757569209479
2022-04-21,0.09652726661205667
2022-04-22,0.10073939834446478
2022-04-25,0.09940536733130081
2022-04-26,0.09885612518421112
2022-04-27,0.09887347768996171
2022-04-28,0.09684012220701124
2022-04-29,0.09635543448996114
2022-05-02,0.09931452848576763
2022-05-03,0.09745722798846498
2022-05-04,0.09783014301027725
2022-05-05,0.09774103180492603
2022-05-06,0.09947818576623439
2022-05-09,0.1020096875930887
2022-05-10,0.10209229783845193
2022-05-11,0.1031480309241541
2022-05-12,0.10314860283116371
2022-05-13,0.10696062052431936
2022-05-16,0.10695452403642032
2022-05-17,0.10695353462226574
2022-05-18,0.10747785911301141
2022-05-19,0.10868085793758855
2022-05-20,0.10871077131371763
2022-05-23,0.10914668110746786
2022-05-24,0.11165066640414402
2022-05-25,0.107755131009354
2022-05-26,0.1089475367672983
2022-05-27,0.11114648863979155
2022-05-30,0.11030523779604676
2022-05-31,0.11089993181312868
2022-06-01,0.1105988834151081
2022-06-02,0.11043484075330963
2022-06-03,0.10823360983554908
2022-06-06,0.10786121219448022
2022-06-07,0.10723273354843006
2022-06-08,0.10591100515287713
2022-06-09,0.10531468528521441
2022-06-10,0.10973216941973077
2022-06-13,0.11226507767200793
2022-06-14,0.11235493795785646
2022-06-15,0.11083782317066362
2022-06-16,0.11592702752341545
2022-06-17,0.11452726391139328
2022-06-20,0.11479467785050364
2022-06-21,0.11566946731119741
2022-06-22,0.11520265038929539
2022-06-23,0.11508424956747484
2022-06-24,0.11885131637298961
2022-06-27,0.1188839551784987
2022-06-28,0.11884704006394683
2022-06-29,0.11890274262432207
2022-06-30,0.11834817364246233
2022-07-01,0.11852395307386529
2022-07-04,0.11697740467980074
2022-07-05,0.11699249144187818
2022-07-06,0.11865573865834844
2022-07-07,0.12038516138129121
2022-07-08,0.12045998233337175
2022-07-11,0.120451115774895
2022-07-12,0.12014471257645122
2022-07-13,0.12082498867574727
2022-07-14,0.12124705806085588
2022-07-15,0.12396383906586897
2022-07-18,0.1240037817535679
2022-07-19,0.12400731135056071
2022-07-20,0.12163146425742685
2022-07-21,0.12054929616481577
2022-07-22,0.12054024127635381
2022-07-25,0.11985918022442187
2022-07-26,0.11952861025556119
2022-07-27,0.12002852108401314
2022-07-28,0.11864862555948098
2022-07-29,0.11822868678160642
2022-08-01,0.11725740841200072
2022-08-02,0.11719808007544658
2022-08-03,0.11601979329907253
2022-08-04,0.11217816031763399
2022-08-05,0.11189642491396391
2022-08-08,0.11130266858736884
2022-08-09,0.1116806452635698
2022-08-10,0.10840444356573309
2022-08-11,0.10836197853995773
2022-08-12,0.10881683852178414
2022-08-15,0.10798418338034113
2022-08-16,0.10556803301195986
2022-08-17,0.10605697060655335
2022-08-18,0.10588410443614357
2022-08-19,0.10226632003487492
2022-08-22,0.10093817103628172
2022-08-23,0.10012195089570602
2022-08-24,0.09778656276583986
2022-08-25,0.0977700902690884
2022-08-26,0.09852292050088034
2022-08-29,0.10100090839738678
2022-08-30,0.10197223968937172
2022-08-31,0.10232415565946155
2022-09-01,0.10219410615107062
2022-09-02,0.10346930481835298
2022-09-05,0.10378252128987674
2022-09-06,0.10326684987810958
2022-09-07,0.09715635589232079
2022-09-08,0.0930860505031178
2022-09-09,0.09280838189652223
2022-09-12,0.09274935753578344
2022-09-13,0.08688774137228965
2022-09-14,0.08742417766467847
2022-09-15,0.08786749152550186
2022-09-16,0.0901908121124836
2022-09-19,0.09016598361864278
2022-09-20,0.0902089181300436
2022-09-21,0.08721220593845208
2022-09-22,0.09124637306252313
2022-09-23,0.09168083516110453
2022-09-26,0.09145541786448877
2022-09-27,0.0902752973982281
2022-09-28,0.09013752840846592
2022-09-29,0.09490502592201418
2022-09-30,0.09515696481125574
2022-10-03,0.09217170251755874
2022-10-04,0.09228703200548691
2022-10-05,0.09225637770210277
2022-10-06,0.09290988629373294
2022-10-07,0.09544053723747828
2022-10-10,0.09472095978453558
2022-10-11,0.09414853697484167
2022-10-12,0.09106012663558556
2022-10-13,0.09115438868795497
2022-10-14,0.09115397617381513
2022-10-17,0.09053496217661514
2022-10-18,0.09048190231513258
2022-10-19,0.09066533160490922
2022-10-20,0.09085315103629545
2022-10-21,0.09108423731353216
2022-10-24,0.09180320169243322
2022-10-25,0.09116025435208905
2022-10-26,0.0904996751189745
2022-10-27,0.09037749424418713
2022-10-28,0.09072280822327722
2022-10-31,0.09027069742313172
2022-11-01,0.09024712367351144
2022-11-02,0.09051992768615093
2022-11-03,0.09078406869028648
2022-11-04,0.09069128447591211
2022-11-07,0.09044331352613548
2022-11-08,0.09087422215486345
2022-11-09,0.09082722770468907
2022-11-10,0.09472397040818051
2022-11-11,0.0945627436704297
2022-11-14,0.09439640749149594
2022-11-15,0.09409679351826163
2022-11-16,0.09496164029544903
2022-11-17,0.09489257976383743
2022-11-18,0.09541047158692093
2022-11-21,0.09533579466485838
2022-11-22,0.09568906488477213
2022-11-23,0.09452758356055824
2022-11-24,0.09227832098884617
2022-11-25,0.09138360192690882
2022-11-28,0.09146585142433111
2022-11-29,0.09132707000758084
2022-11-30,0.09008417581152671
2022-12-01,0.09085576746935846
2022-12-02,0.09116998907588679
2022-12-05,0.09173068697551287
2022-12-06,0.09129287984177054
2022-12-07,0.09091786210090427
2022-12-08,0.09050394650045057
2022-12-09,0.08883949654041168
2022-12-12,0.08868921544752896
2022-12-13,0.09033629469281998
2022-12-14,0.08785982080638535
2022-12-15,0.09822733162321687
2022-12-16,0.09906268881509754
2022-12-19,0.09763528752846225
2022-12-20,0.09456321196679807
2022-12-21,0.09718056296936994
2022-12-22,0.09904915828996161
2022-12-23,0.09916773883187809
2022-12-26,0.09909004946288928
2022-12-27,0.0948065424653863
2022-12-28,0.09467592790418779
2022-12-29,0.09528367318791282
2022-12-30,0.09253994997891812
2023-01-02,0.09614198309429682
2023-01-03,0.09593729951149463
2023-01-04,0.0945974515022874
2023-01-05,0.09460094035518733
2023-01-06,0.09534460335224923
2023-01-09,0.09539053875214726
2023-01-10,0.09625917437636113
2023-01-11,0.09699418796770246
2023-01-12,0.09629657972670093
2023-01-13,0.09639862212029102
2023-01-16,0.09640304292671177
2023-01-17,0.09646252242389716
2023-01-18,0.09637002805431015
2023-01-19,0.0967928072825938
2023-01-20,0.09621966541276648
2023-01-23,0.0979249224000357
2023-01-24,0.09790080380772938
2023-01-25,0.09804933815744245
2023-01-26,0.0988020332360196
2023-01-27,0.09946140554037003
2023-01-30,0.09943128055097993
2023-01-31,0.0985603005131479
2023-02-01,0.0977423957371583
2023-02-02,0.1027120709391097
2023-02-03,0.10225433788426819
2023-02-06,0.10146626819014751
2023-02-07,0.09729943647542148
2023-02-08,0.09716166725005791
2023-02-09,0.09710230141914186
2023-02-10,0.09710430208806062
2023-02-13,0.09597098455549279
2023-02-14,0.09599395816547361
2023-02-15,0.09573227863849006
2023-02-16,0.09566097514011765
2023-02-17,0.0963174273929752
2023-02-20,0.0962215892633527
2023-02-21,0.09699460118763674
2023-02-22,0.09693224693298072
2023-02-23,0.09645600959451354
2023-02-24,0.09650050766140922
2023-02-27,0.09641969208227016
2023-02-28,0.09544797666072027
2023-03-01,0.09593803339936158
2023-03-02,0.09552185499495008
2023-03-03,0.09647257634182879
2023-03-06,0.09635735534143977
2023-03-07,0.0966877816300877
2023-03-08,0.09659521281479003
2023-03-09,0.09642722872331203
2023-03-10,0.09851810205766837
2023-03-13,0.10180654519474766
2023-03-14,0.09353294101690988
2023-03-15,0.09309735877046797
2023-03-16,0.09398897188310938
2023-03-17,0.09400573577830672
2023-03-20,0.0912541601102358
2023-03-21,0.08958907320951459
2023-03-22,0.08951436624109264
2023-03-23,0.089986604975453
2023-03-24,0.09000338834128406
2023-03-27,0.09007061936884533
2023-03-28,0.08987078919281007
2023-03-29,0.08976695969677309
2023-03-30,0.08639956699055039
2023-03-31,0.08666438920739648
2023-04-03,0.08578058742462792
2023-04-04,0.08569793692037138
2023-04-05,0.08484451298348573
2023-04-06,0.08461270993429786
2023-04-07,0.08338976402928039
2023-04-10,0.08261807611925942
2023-04-11,0.08268217039341921
2023-04-12,0.08278738654336379
2023-04-13,0.08266389724826798
2023-04-14,0.08289402978690112
2023-04-17,0.08283150438253918
2023-04-18,0.08069435091514898
2023-04-19,0.08062569229019852
2023-04-20,0.07887433817749182
2023-04-21,0.0789456239569794
2023-04-24,0.07849561641664042
2023-04-25,0.07720578338231184
2023-04-26,0.0773787083045059
2023-04-27,0.07726533137746401
2023-04-28,0.07836128323654039
2023-05-01,0.07834003512465273
2023-05-02,0.0719527662166018
2023-05-03,0.07174441662355857
2023-05-04,0.07183116016949607
2023-05-05,0.07357020996872217
2023-05-08,0.07366366406828082
2023-05-09,0.07365974759449083
2023-05-10,0.07344945330600079
2023-05-11,0.07320340882908329
2023-05-12,0.07303978634664593
2023-05-15,0.0725967492376118
2023-05-16,0.07267469467836497
2023-05-17,0.07138525347132813
2023-05-18,0.07311053611987851
2023-05-19,0.07184662729065738
2023-05-22,0.07192544369915235
2023-05-23,0.07206256363494391
2023-05-24,0.07473578269526145
2023-05-25,0.07452854336827353
2023-05-26,0.07632756271574982
2023-05-29,0.07525275361795719
2023-05-30,0.0752676415143409
2023-05-31,0.07288911134152595
2023-06-01,0.07300119990339025
2023-06-02,0.07571695135177343
2023-06-05,0.07570904649712765
2023-06-06,0.07572458167823228
2023-06-07,0.07039584361692837
2023-06-08,0.06510383514708691
2023-06-09,0.06317477424352042
2023-06-12,0.062051549126368635
2023-06-13,0.061328108462859514
2023-06-14,0.06068914050102644
2023-06-15,0.06106658890311861
2023-06-16,0.06059580221615539
2023-06-19,0.06140826439333573
2023-06-20,0.060813236379979645
2023-06-21,0.060960661395461656
2023-06-22,0.06087540472786332
2023-06-23,0.060263083090044245
2023-06-26,0.0594906594645827
2023-06-27,0.05935383805706393
2023-06-28,0.059183052527063566
2023-06-29,0.05918489141669075
2023-06-30,0.059354517404113856
2023-07-03,0.05926203220211512
2023-07-04,0.059265720535347406
2023-07-05,0.05928363360526886
2023-07-06,0.06426295414811149
2023-07-07,0.06413724263126018
2023-07-10,0.06410548911061573
2023-07-11,0.06416743245917317
2023-07-12,0.06404712166005311
2023-07-13,0.06387873930249206
2023-07-14,0.06386692667948363
2023-07-17,0.06376276949665365
2023-07-18,0.06413775285057002
2023-07-19,0.06443765905653195
2023-07-20,0.06414350774860744
2023-07-21,0.0641542854058684
2023-07-24,0.06266663999164994
2023-07-25,0.06268050532404966
2023-07-26,0.062092473540745895
2023-07-27,0.0646283109970173
2023-07-28,0.06361963593814858
2023-07-31,0.06358897808610497
2023-08-01,0.06289908721603078
2023-08-02,0.06313602830514903
2023-08-03,0.06382066985371353
2023-08-04,0.0638282785313717
2023-08-07,0.06390990337813225
2023-08-08,0.06394825926010658
2023-08-09,0.06386834704973293
2023-08-10,0.06395882946410052
2023-08-11,0.0645361548392473
2023-08-14,0.06471588053434653
2023-08-15,0.06374655569680993
2023-08-16,0.06377074134539859
2023-08-17,0.06433114405448753
2023-08-18,0.06482767918517002
2023-08-21,0.06127374467251092
2023-08-22,0.0627795612087941
2023-08-23,0.060992025628603896
2023-08-24,0.06101295845763099
2023-08-25,0.06083033868635841
2023-08-28,0.060830825445377594
2023-08-29,0.06140746392035886
2023-08-30,0.057575645703904124
2023-08-31,0.05855941055038865
2023-09-01,0.058635683855332646
2023-09-04,0.05849679123701991
2023-09-05,0.058094467930354596
2023-09-06,0.0591132257061685
2023-09-07,0.05904700219456135
2023-09-08,0.05831822121131499
2023-09-11,0.05833058592672919
2023-09-12,0.05808052763451536
2023-09-13,0.05765578088675003
2023-09-14,0.05902207865368782
2023-09-15,0.059229242699695185
2023-09-18,0.05935322188588978
2023-09-19,0.0595086390280625
2023-09-20,0.05963450501827329
2023-09-21,0.06369450033699381
2023-09-22,0.06363318866228904
2023-09-25,0.062291059930712094
2023-09-26,0.06317377239830248
2023-09-27,0.06226068917224159
2023-09-28,0.06222053202191259
2023-09-29,0.062411861309012814
2023-10-02,0.062443680784747005
2023-10-03,0.06055990703368189
2023-10-04,0.06085762322781547
2023-10-05,0.060672959276759156
2023-10-06,0.06074580894392437
2023-10-09,0.06095872049613084
2023-10-10,0.0638063637373099
2023-10-11,0.06390137262860963
2023-10-12,0.06444950861712449
2023-10-13,0.06404671212509146
2023-10-16,0.06360887938783355
2023-10-17,0.06389324045976803
2023-10-18,0.06425884879840094
2023-10-19,0.06568101629661288
2023-10-20,0.06908585251459684
2023-10-23,0.0689141648716843
2023-10-24,0.06611427297002377
2023-10-25,0.06652961201613371
2023-10-26,0.06709395831147227
2023-10-27,0.0676470808191331
2023-10-30,0.06666575600343734
2023-10-31,0.06739174737274971
2023-11-01,0.06989272396992939
2023-11-02,0.07301214893472134
2023-11-03,0.073348203186679
2023-11-06,0.07349256425732986
2023-11-07,0.0738454078269834
2023-11-08,0.07340331037788868
2023-11-09,0.07338451363623241
2023-11-10,0.0729765473584103
2023-11-13,0.07340157595338036
2023-11-14,0.07342515687628
2023-11-15,0.07296453685642064
2023-11-16,0.0731638337789853
2023-11-17,0.07183553456268925
2023-11-20,0.07129276140405541
2023-11-21,0.07112781532864285
2023-11-22,0.07182409418497014
2023-11-23,0.07137355734584046
2023-11-24,0.07057347355445667
2023-11-27,0.07053180191370177
2023-11-28,0.06970071254194979
2023-11-29,0.06967327396098037
2023-11-30,0.06986623754462151
2023-12-01,0.07146698082672925
2023-12-04,0.0704892102396844
2023-12-05,0.07096827623736686
2023-12-06,0.07106087078930293
2023-12-07,0.07105068471043278
2023-12-08,0.07123684118969899
2023-12-11,0.07127177623823372
2023-12-12,0.06952660680987495
2023-12-13,0.06929063361513797
2023-12-14,0.0690126547674895
2023-12-15,0.06903741634030025
2023-12-18,0.06895416862168209
2023-12-19,0.06506966520324531
2023-12-20,0.06521888887277891
2023-12-21,0.06584061969418017
2023-12-22,0.06467123263690695
2023-12-25,0.0646810276407981
2023-12-26,0.06463636434990906
2023-12-27,0.06472182731306655
2023-12-28,0.064719716385194
2023-12-29,0.06166244520862694
2024-01-01,0.0611770397332054
2024-01-02,0.06129205803414436
2024-01-03,0.06160908360135904
2024-01-04,0.06132918116851
2024-01-05,0.05873357854590665
2024-01-08,0.05858949462195154
2024-01-09,0.058473704428783684
2024-01-10,0.05810850586786141
2024-01-11,0.058098047964491466
2024-01-12,0.05842009409663657
2024-01-15,0.0576941988124398
2024-01-16,0.055298879992139255
2024-01-17,0.05105132730661036
2024-01-18,0.05097479392431122
2024-01-19,0.050856347319151354
2024-01-22,0.05120690305677056
2024-01-23,0.049675600985866604
2024-01-24,0.04827569218581024
2024-01-25,0.04851254647570348
2024-01-26,0.047832135795126254
2024-01-29,0.04557160924358649
2024-01-30,0.041798798980083894
2024-01-31,0.042534362446891925
2024-02-01,0.04238330454446582
2024-02-02,0.04597900816081506
2024-02-05,0.045752413370128864
2024-02-06,0.04556900142182313
2024-02-07,0.04489397376624954
2024-02-08,0.044792597094414084
2024-02-09,0.044255345119759676
2024-02-12,0.04499133292840675
2024-02-13,0.0470888334264711
2024-02-14,0.04719792074653465
2024-02-15,0.04740627009125741
2024-02-16,0.047405915533202544
2024-02-19,0.0469649443444716
2024-02-20,0.04843746036500119
2024-02-21,0.04860964141865502
2024-02-22,0.05355418169788465
2024-02-23,0.05335513794373396
2024-02-26,0.05393479073619601
2024-02-27,0.05404042710996661
2024-02-28,0.0523289069979591
2024-02-29,0.05225608857959302
2024-03-01,0.05284381310975941
2024-03-04,0.05279118503064819
2024-03-05,0.053871596942833874
2024-03-06,0.05377020707345132
2024-03-07,0.053747568791235975
2024-03-08,0.0536944619476989
2024-03-11,0.05480039691769375
2024-03-12,0.055838461742157466
2024-03-13,0.05549468334278248
2024-03-14,0.055434759298996286
2024-03-15,0.05645907024232772
2024-03-18,0.056927872199020534
2024-03-19,0.05607457722364468
2024-03-20,0.056070989509292624
2024-03-21,0.05918618797938998
2024-03-22,0.059150952285762705
2024-03-25,0.05923531661815701
2024-03-26,0.059185880145003616
2024-03-27,0.05938784006731235
2024-03-28,0.05959880256490391
2024-03-29,0.05949153068686845
2024-04-01,0.05899144788183044
2024-04-02,0.060508990854228346
2024-04-03,0.06039647982702034
2024-04-04,0.06041235696299112
2024-04-05,0.061015215984196396
2024-04-08,0.061022958132641
2024-04-09,0.061353782578982725
2024-04-10,0.06077709353155532
2024-04-11,0.060760840767877286
2024-04-12,0.06096818038677389
2024-04-15,0.05975253232860691
2024-04-16,0.06355062930738624
2024-04-17,0.06389526481138698
2024-04-18,0.06251031273188908
2024-04-19,0.06377229758740681
2024-04-22,0.06343079020568365
2024-04-23,0.06471428619341471
2024-04-24,0.06475893018742086
2024-04-25,0.06738014309152858
2024-04-26,0.07164175887198403
2024-04-29,0.07116810650424524
2024-04-30,0.071050335115574
2024-05-01,0.06815443789938772
2024-05-02,0.06875534160100351
2024-05-03,0.06949602826190028
2024-05-06,0.07005645467584566
2024-05-07,0.07039392109559711
2024-05-08,0.07043992654229317
2024-05-09,0.06980108163522691
2024-05-10,0.06826348848146062
2024-05-13,0.06819540402441984
2024-05-14,0.06796197491793879
2024-05-15,0.06889937279029482
2024-05-16,0.06882372851971076
2024-05-17,0.06806280398947225
2024-05-20,0.06806784832585518
2024-05-21,0.06416066240909903
2024-05-22,0.06395553345082078
2024-05-23,0.0636328479998956
2024-05-24,0.06388162002459245
2024-05-27,0.0639223152962961
2024-05-28,0.06425930742314913
2024-05-29,0.06347297390039987
2024-05-30,0.06359350383315286
2024-05-31,0.06363888253448939
2024-06-03,0.06423104192217892
2024-06-04,0.0643110611804729
2024-06-05,0.06589848574926982
2024-06-06,0.06519161786662123
2024-06-07,0.06429501602203273
2024-06-10,0.0643346590936533
2024-06-11,0.06444560408331002
2024-06-12,0.06431099460194523
2024-06-13,0.06367906651265387
2024-06-14,0.06379063105453434
2024-06-17,0.06376340620085241
2024-06-18,0.06090718945943584
2024-06-19,0.06086525694604614
2024-06-20,0.060733709968027814
