,alpha_rolling_126d
2024-03-25,8.285040754525273e-05
2024-03-26,8.44675891069972e-05
2024-03-27,6.995528058864047e-05
2024-03-28,9.213101873814904e-05
2024-03-29,9.493750179197317e-05
2024-04-01,0.0001163342950197911
2024-04-02,0.00013316729027947484
2024-04-03,0.00016456795833989655
2024-04-04,0.00017413078749969516
2024-04-05,0.00020189389299990815
2024-04-08,0.00017873357997899342
2024-04-09,0.0001790789071932784
2024-04-10,0.00021657056601524815
2024-04-11,0.0001880132952397856
2024-04-12,0.0001942704624617151
2024-04-15,0.00021416298607043733
2024-04-16,0.00024005466864931405
2024-04-17,0.00026511271157591903
2024-04-18,0.0003166020624402702
2024-04-19,0.00034931819542721124
2024-04-22,0.000342549032212917
2024-04-23,0.00036390235863778693
2024-04-24,0.00035028560626168266
2024-04-25,0.0002831553641525884
2024-04-26,0.0002856502878299586
2024-04-29,0.00028345184818414065
2024-04-30,0.00031287736857576077
2024-05-01,0.00033521642202580243
2024-05-02,0.00032804776771757553
2024-05-03,0.0002946656181518002
2024-05-06,0.0003236056180571183
2024-05-07,0.0003274787779770196
2024-05-08,0.0003311077495043338
2024-05-09,0.0003239262713529249
2024-05-10,0.0002975939393617698
2024-05-13,0.0003213441764595995
2024-05-14,0.00034215066113330137
2024-05-15,0.00035794170403226214
2024-05-16,0.00035933783974319056
2024-05-17,0.0003640330150404394
2024-05-20,0.0003510613264635907
2024-05-21,0.00034228186050881676
2024-05-22,0.00035130446055235817
2024-05-23,0.00034958572644450326
2024-05-24,0.00033997688986471926
2024-05-27,0.00034094292246269206
2024-05-28,0.0003468827636116186
2024-05-29,0.00036197290370515233
2024-05-30,0.0003516741561211508
2024-05-31,0.00032097428156024107
2024-06-03,0.0003161762834589801
2024-06-04,0.00031749995874893653
2024-06-05,0.00034484412659681297
2024-06-06,0.0003841890549202819
2024-06-07,0.0003583782687563976
2024-06-10,0.0003962950941998774
2024-06-11,0.0003812581060324688
2024-06-12,0.0004138417407638381
2024-06-13,0.0004164462062146997
2024-06-14,0.0003918267126553357
2024-06-17,0.00040286463602705476
2024-06-18,0.00040387505376855834
2024-06-19,0.00040882752291084164
2024-06-20,0.00040541304387082676
2024-06-21,0.0004002515204396769
2024-06-24,0.00039992720519731943
2024-06-25,0.00038868023987790196
2024-06-26,0.00039297706413591774
2024-06-27,0.00041427123394184205
2024-06-28,0.0004338825181919882
2024-07-01,0.00042375674980588596
2024-07-02,0.00040360537434762557
2024-07-03,0.0004134526059893036
2024-07-04,0.0003794080479369773
2024-07-05,0.0002954421041858539
2024-07-08,0.00029458875567073153
2024-07-09,0.0003133247280921622
2024-07-10,0.00033190731291013085
2024-07-11,0.00032950327527993045
2024-07-12,0.0002843368990463923
2024-07-15,0.0003086611394016315
2024-07-16,0.0002935848419050504
2024-07-17,0.00024978045953413184
2024-07-18,0.0001719964295771345
2024-07-19,0.00017857304251456732
2024-07-22,0.00013409105010892008
2024-07-23,0.0001782621690893025
2024-07-24,0.00020048878520897404
2024-07-25,0.00020986323037861296
2024-07-26,0.00016348951293503012
2024-07-29,0.00013321848658580097
2024-07-30,0.00010611292498081456
2024-07-31,0.00013446167556650665
2024-08-01,0.0002106453757171709
2024-08-02,0.000275161717424904
2024-08-05,0.00030920471544709695
2024-08-06,0.00026325720087401347
2024-08-07,0.0003005684861076807
2024-08-08,0.0002966646459946758
2024-08-09,0.0003180865138453634
2024-08-12,0.00033640375540535414
2024-08-13,0.0003451153109557399
2024-08-14,0.0003594400935808984
2024-08-15,0.00035175838403693135
2024-08-16,0.0003229545813494913
2024-08-19,0.00031169911670370136
2024-08-20,0.0003043188523449543
2024-08-21,0.00027884465476493307
2024-08-22,0.000252049506209078
2024-08-23,0.0002699739394153874
2024-08-26,0.00020393576793049969
2024-08-27,0.00019531877131104164
2024-08-28,0.00023885691222370962
2024-08-29,0.0002525408203720351
2024-08-30,0.000327251301741113
2024-09-02,0.00029690271050928794
2024-09-03,0.0003057225795780463
2024-09-04,0.000265171468533868
2024-09-05,0.00022053855758643982
2024-09-06,0.00020185948316973939
2024-09-09,0.00021617678247072553
2024-09-10,0.00025628293996651325
2024-09-11,0.00028646553572810106
2024-09-12,0.00028683539578939154
2024-09-13,0.00027306929947259253
2024-09-16,0.00022436875757044314
2024-09-17,0.00022968307708470337
2024-09-18,0.0002436947871182846
2024-09-19,0.00030146266228248835
2024-09-20,0.0003028374488523511
2024-09-23,0.00029714382591541634
2024-09-24,0.0003108769030235552
2024-09-25,0.0003049593581493128
2024-09-26,0.00024099178860916256
2024-09-27,0.0002063853271774453
2024-09-30,0.00017519381057025873
2024-10-01,0.0001643382109877176
2024-10-02,0.00015467789086314214
2024-10-03,0.0001529778342093871
2024-10-04,0.00017785485676499456
2024-10-07,0.00018146426251680592
2024-10-08,0.0001968877397975839
2024-10-09,0.0001806870107777486
2024-10-10,0.00016735357700066854
2024-10-11,0.00017041156671056718
2024-10-14,0.0001532862302575953
2024-10-15,0.00017420282112246883
2024-10-16,0.00015592376087890164
2024-10-17,0.00015799305143485636
2024-10-18,0.00021649079185751246
2024-10-21,0.00022263991170660212
2024-10-22,0.00024604177947332937
2024-10-23,0.00019830782670291017
2024-10-24,0.0001910879207966164
2024-10-25,0.00021272421237692298
2024-10-28,0.00021860158856512021
2024-10-29,0.0002302125994514019
2024-10-30,0.00023902705418014616
2024-10-31,0.0002699264172696357
2024-11-01,0.0002771301531744071
2024-11-04,0.0002865192219173157
2024-11-05,0.0003053707886644418
2024-11-06,0.0003108502197138826
2024-11-07,0.00034250355369241383
2024-11-08,0.0003601139058978218
2024-11-11,0.0003468606991297779
2024-11-12,0.0003763156580557656
2024-11-13,0.0003712495708583038
2024-11-14,0.0004021915649129708
2024-11-15,0.0004757876296227917
2024-11-18,0.00048571645039230507
2024-11-19,0.0005174082074547487
2024-11-20,0.000526300308635622
2024-11-21,0.0004935196748537969
2024-11-22,0.00048267709911132563
2024-11-25,0.0005143811339175921
2024-11-26,0.000518168455619795
2024-11-27,0.0004994805664189298
2024-11-28,0.0005043293768154563
2024-11-29,0.00048358651406778724
2024-12-02,0.00047372691113347346
2024-12-03,0.0005122561896441825
2024-12-04,0.0005905296810027465
2024-12-05,0.0005613760418472424
2024-12-06,0.0005617838067338317
2024-12-09,0.0005605468081533278
2024-12-10,0.0005507919634332155
2024-12-11,0.0005748253648247482
2024-12-12,0.0005637037618038818
2024-12-13,0.0005754201120655736
2024-12-16,0.000580612469306867
2024-12-17,0.0005597997395586561
2024-12-18,0.0005431884969638588
2024-12-19,0.0004907827619503643
2024-12-20,0.0004923570013097059
2024-12-23,0.0004974505488224339
2024-12-24,0.000485403390850783
2024-12-25,0.0005083442385599948
2024-12-26,0.0005009420121641439
2024-12-27,0.0005072747002934204
2024-12-30,0.0005014725448246442
2024-12-31,0.0004969129855792446
2025-01-01,0.000474656913863888
2025-01-02,0.0004612360590314601
2025-01-03,0.0004743462325564147
2025-01-06,0.000500354406761023
2025-01-07,0.0004895831971746276
2025-01-08,0.0005013960052529112
2025-01-09,0.0005415814692513087
2025-01-10,0.0006017213274961558
2025-01-13,0.0005965550971220152
2025-01-14,0.0006105071665075491
2025-01-15,0.0005730005014683859
2025-01-16,0.0006094508582382932
2025-01-17,0.0006267999019195506
2025-01-20,0.0006597484566131242
2025-01-21,0.0006680356102062643
2025-01-22,0.0006789683375899054
2025-01-23,0.0006614986693039251
2025-01-24,0.0006206363911795315
2025-01-27,0.0006056564583680542
2025-01-28,0.0005784531947754402
2025-01-29,0.0006291506220047925
2025-01-30,0.0005956793307903912
2025-01-31,0.0005592189512089599
2025-02-03,0.0005354777066087777
2025-02-04,0.0005150646805804812
2025-02-05,0.0005286866479797907
2025-02-06,0.0005102327326740473
2025-02-07,0.0005298013209279997
2025-02-10,0.0005193948349021855
2025-02-11,0.0005263862477696625
2025-02-12,0.0005530458494531656
2025-02-13,0.0005533577856444833
2025-02-14,0.0005800663955544708
2025-02-17,0.0005737138240025104
2025-02-18,0.0005729656274939503
2025-02-19,0.0005849591607045151
2025-02-20,0.0005746321878970976
2025-02-21,0.0005471240059261643
2025-02-24,0.0005406501865918695
2025-02-25,0.0005418274351485378
2025-02-26,0.000544930794756773
2025-02-27,0.000561233701286194
2025-02-28,0.0005930108600952863
2025-03-03,0.0005982254942912401
2025-03-04,0.0005464057767067237
2025-03-05,0.0004994060970108457
2025-03-06,0.00045173312643507677
2025-03-07,0.000404538960504003
2025-03-10,0.00039926701954792206
2025-03-11,0.00041703409385859987
2025-03-12,0.0004327932948723775
2025-03-13,0.0004302612292008389
2025-03-14,0.00045156151093411415
2025-03-17,0.0004463167085170994
2025-03-18,0.00045171771206950094
2025-03-19,0.00044477687301115856
2025-03-20,0.0004593385169777832
2025-03-21,0.0005129097038139209
2025-03-24,0.0005148532641605371
2025-03-25,0.0005008548384670899
2025-03-26,0.000501917015437706
2025-03-27,0.0004722939072117361
2025-03-28,0.00048334768358227636
2025-03-31,0.0004792866044115757
2025-04-01,0.0004627994869472892
2025-04-02,0.0004508452643023756
2025-04-03,0.000420110788688746
2025-04-04,0.00035264685854121926
2025-04-07,0.0003834896534672612
2025-04-08,0.00015851260684001742
2025-04-09,0.00021104044720870557
2025-04-10,-4.344632831174605e-05
2025-04-11,-7.408075133866503e-06
2025-04-14,-2.532149029475019e-05
2025-04-15,7.70258104846364e-07
2025-04-16,2.636805606295856e-06
2025-04-17,-1.5206189202287505e-06
2025-04-18,-1.2070778739082965e-05
2025-04-21,-3.783194622058627e-05
2025-04-22,-3.789611260995139e-05
2025-04-23,-2.4589772189283124e-06
2025-04-24,1.640284750782308e-05
2025-04-25,3.716192168863539e-05
2025-04-28,2.195609639186117e-05
2025-04-29,3.0972486343570486e-05
2025-04-30,1.6286624799902347e-05
2025-05-01,-3.723937094996878e-05
2025-05-02,-0.0001176039910548667
2025-05-05,-0.0001496535723147302
2025-05-06,-0.00014233838965082999
2025-05-07,-0.00015818667316048514
2025-05-08,-0.00013692633632610368
2025-05-09,-0.0001673685353149457
2025-05-12,-0.00021031193170329947
2025-05-13,-0.00019729467090070767
2025-05-14,-0.00022468623942698866
2025-05-15,-0.0002520389370180919
2025-05-16,-0.00024817350020044744
2025-05-19,-0.0002606812699428483
2025-05-20,-0.0002589987431179847
2025-05-21,-0.0002629393287702057
2025-05-22,-0.00024956205765098614
2025-05-23,-0.0002467320985236947
2025-05-26,-0.00023569179010782463
2025-05-27,-0.0002229833344803994
2025-05-28,-0.0002446330305419072
2025-05-29,-0.00032042768633248897
2025-05-30,-0.0003162154893340826
2025-06-02,-0.00033734840219504903
2025-06-03,-0.0003109016611789945
2025-06-04,-0.00029641415131049544
2025-06-05,-0.0003179936715619586
2025-06-06,-0.00030569691063327695
2025-06-09,-0.00030617156962096687
2025-06-10,-0.0003037004226593867
2025-06-11,-0.0002883777127596739
2025-06-12,-0.00026169998554194124
2025-06-13,-0.0002423848494589332
2025-06-16,-0.0002533798646217067
2025-06-17,-0.00023283046635347573
2025-06-18,-0.00022054562024396217
2025-06-19,-0.00022566331803343574
2025-06-20,-0.00022507841716364272
2025-06-23,-0.00022540984633183717
2025-06-24,-0.00020332231891526738
2025-06-25,-0.0001714851458492724
2025-06-26,-0.00016585515421059917
2025-06-27,-0.00014898672385994173
2025-06-30,-0.00014315151051876282
2025-07-01,-0.00016267992446487582
2025-07-02,-0.0001365079663293237
2025-07-03,-0.00012085892802711024
2025-07-04,-0.00012008412500631027
2025-07-07,-0.00011671782477211183
2025-07-08,-0.00012220170147748052
2025-07-09,-9.488849019073573e-05
2025-07-10,-0.00010623720109881858
2025-07-11,-0.0001324022627442316
2025-07-14,-0.00015573471960407903
2025-07-15,-0.00015356665133498215
2025-07-16,-0.0001523248250131755
2025-07-17,-0.00013000688917407817
2025-07-18,-0.00013769130364544422
2025-07-21,-0.00013828806716028157
2025-07-22,-0.0001344470058918604
2025-07-23,-0.0001466102135380619
2025-07-24,-0.00015676789358891102
2025-07-25,-0.00015970342661402002
2025-07-28,-0.00016996012343816958
2025-07-29,-0.00018233795919338336
2025-07-30,-0.0001501934926057419
2025-07-31,-0.0001472525232006545
2025-08-01,-0.00018333120883500843
2025-08-04,-0.00018305689755486517
2025-08-05,-0.00016220674148664256
2025-08-06,-0.00015000122163651397
2025-08-07,-0.00011401193019855902
2025-08-08,-0.00011949546864072152
2025-08-11,-0.00012368747662845695
2025-08-12,-0.00012329186767583354
2025-08-13,-0.00013359073083960175
2025-08-14,-0.0001132176747392445
2025-08-15,-0.00013164087534092882
2025-08-18,-0.00010666534827114765
2025-08-19,-0.00014027138662533366
2025-08-20,-0.0001640562747588169
2025-08-21,-0.00020001033667614996
2025-08-22,-0.0001678010396119186
2025-08-25,-0.0001864643058750393
2025-08-26,-0.00017348302489910347
2025-08-27,-0.00011732429989091664
2025-08-28,-6.895471998592894e-05
2025-08-29,-6.198076967970368e-05
2025-09-01,-1.2295220670444784e-05
2025-09-02,-2.6738531280617634e-05
2025-09-03,-1.6227687130715424e-05
2025-09-04,-2.806695650262162e-05
2025-09-05,-2.3755467175847092e-05
2025-09-08,-5.344197700166427e-05
2025-09-09,-2.4712318458377063e-05
2025-09-10,2.9870061747677023e-05
2025-09-11,-4.045872935644247e-06
2025-09-12,-3.3104698552730756e-05
2025-09-15,-5.978021205014886e-05
2025-09-16,-5.699330112080115e-05
2025-09-17,-4.911697091251828e-05
2025-09-18,2.8791663811764524e-06
2025-09-19,5.129267183685991e-05
2025-09-22,6.31293030867794e-05
2025-09-23,8.445095028516316e-05
2025-09-24,7.491539078110302e-05
2025-09-25,6.51670472835172e-05
2025-09-26,0.00016162515560158054
2025-09-29,0.00036666395957616607
2025-09-30,0.00037494811796021706
2025-10-01,0.0004580031016564051
2025-10-02,0.0003813782403342769
2025-10-03,0.00038417302169940185
2025-10-06,0.0003157662307433033
2025-10-07,0.0003036916597258742
2025-10-08,0.00028889385464253196
2025-10-09,0.0002746699297552808
2025-10-10,0.0002922701963830933
2025-10-13,0.0002900983386634686
2025-10-14,0.00033048451047424006
2025-10-15,0.00035199552488669137
2025-10-16,0.00036951084429712134
2025-10-17,0.0003050759114646015
2025-10-20,0.00027041519157752243
2025-10-21,0.0002854125189305629
2025-10-22,0.0002482358584579891
2025-10-23,0.00024314520318793084
2025-10-24,0.00021053768650532677
2025-10-27,0.0002385016740496271
2025-10-28,0.0002692630587991297
2025-10-29,0.00027376848676639995
2025-10-30,0.0002544142064346754
2025-10-31,0.0002734961114175826
2025-11-03,0.00026933074541207497
2025-11-04,0.00024779104948529555
2025-11-05,0.0002498834336050458
2025-11-06,0.00024930484761340156
2025-11-07,0.0002206878291641092
2025-11-10,0.0002131982594740892
2025-11-11,0.00020791864286782334
2025-11-12,0.00021681514215342947
2025-11-13,0.0001877353445222623
2025-11-14,0.000160145076198989
2025-11-17,0.00015178705436857495
2025-11-18,0.0001522536925028427
2025-11-19,0.00014059555115243435
2025-11-20,0.00012702286878706124
2025-11-21,0.00011378272126306245
2025-11-24,0.0001109802126163887
2025-11-25,0.00012650581897434646
2025-11-26,0.00012152540639847885
2025-11-27,0.00011993215351634783
2025-11-28,0.00010843815750494455
2025-12-01,0.00012087588354252198
2025-12-02,0.00013276555081646435
2025-12-03,0.000145361952940364
2025-12-04,0.00014812038235623382
2025-12-05,0.00015777298510078126
2025-12-08,0.00018369203363025456
2025-12-09,0.00019451603017132767
2025-12-10,0.00017119680884887582
2025-12-11,0.00016774269352132345
2025-12-12,0.00017413113056649604
2025-12-15,0.0001768559784406229
2025-12-16,0.00017088020375592505
2025-12-17,0.0001580042024532632
2025-12-18,0.0001342422925997119
2025-12-19,0.00012663494517645745
2025-12-22,0.00011384212207754658
2025-12-23,0.00011610473378829804
2025-12-24,0.00014001978642785688
2025-12-25,0.00013211075842508392
2025-12-26,0.0001405590629982229
2025-12-29,0.0001262549974443651
2025-12-30,0.0001384608262828423
2025-12-31,0.00014446249642624276
